FILE_NAME,FIELD_NAME,GOLD,EXTRACTED,RESULT,REASON
invoice155.html,product,Lightweight Aluminum Keyboard,Lightweight Aluminum Keyboard,TP,EXTRACT_MODEL
invoice155.html,product,Synergistic Copper Computer,Synergistic Copper Computer,TP,EXTRACT_MODEL
invoice155.html,product,Synergistic Paper Knife,Synergistic Paper Knife,TP,EXTRACT_MODEL
invoice155.html,product,Gorgeous Iron Hat,Gorgeous Iron Hat,TP,EXTRACT_MODEL
invoice155.html,quantity,25.00,25.00,TP,EXTRACT_RULES
invoice155.html,quantity,10.00,10.00,TP,EXTRACT_RULES
invoice155.html,quantity,43.00,43.00,TP,EXTRACT_RULES
invoice155.html,quantity,22.00,22.00,TP,EXTRACT_RULES
invoice155.html,quantity,20.00,20.00,TP,EXTRACT_RULES
invoice155.html,quantity,47.00,47.00,TP,EXTRACT_RULES
invoice155.html,total_amount,64790.45,64790.45,TP,EXTRACT_RULES
invoice155.html,price,408.62,408.62,TP,EXTRACT_MODEL
invoice155.html,price,69.23,69.23,TP,EXTRACT_MODEL
invoice155.html,price,118.62,118.62,TP,EXTRACT_MODEL
invoice155.html,price,497.12,497.12,TP,EXTRACT_MODEL
invoice155.html,price,468.52,468.52,TP,EXTRACT_MODEL
invoice155.html,price,308.03,308.03,TP,EXTRACT_MODEL
invoice155.html,supplier_name,Roob Group,Roob Group,TP,EXTRACT_MODEL
invoice155.html,invoice_number,2827263107,2827263107,TP,EXTRACT_MODEL
invoice155.html,email,donato.schuppe@hotmail.com,donato.schuppe@hotmail.com,TP,EXTRACT_MODEL
invoice155.html,invoice_date,10/04/1991,"October 04, 1991","FP,FN",FAIL_MODEL
invoice159.html,product,Durable Marble Lamp,Durable Marble Lamp,TP,EXTRACT_MODEL
invoice159.html,product,Sleek Silk Computer,Sleek Silk Computer,TP,EXTRACT_MODEL
invoice159.html,product,Ergonomic Leather Bag,Ergonomic Leather Bag,TP,EXTRACT_MODEL
invoice159.html,product,Ergonomic Wool Chair,Ergonomic Wool Chair,TP,EXTRACT_MODEL
invoice159.html,product,Synergistic Rubber Knife,Synergistic Rubber Knife,TP,EXTRACT_MODEL
invoice159.html,product,Mediocre Aluminum Gloves,Mediocre Aluminum Gloves,TP,EXTRACT_MODEL
invoice159.html,quantity,47.00,47.00,TP,EXTRACT_RULES
invoice159.html,quantity,34.00,34.00,TP,EXTRACT_RULES
invoice159.html,quantity,27.00,27.00,TP,EXTRACT_RULES
invoice159.html,quantity,30.00,30.00,TP,EXTRACT_RULES
invoice159.html,quantity,11.00,11.00,TP,EXTRACT_RULES
invoice159.html,quantity,34.00,34.00,TP,EXTRACT_RULES
invoice159.html,total_amount,50023.69,50023.69,TP,EXTRACT_RULES
invoice159.html,price,474.48,474.48,TP,EXTRACT_MODEL
invoice159.html,price,333.24,333.24,TP,EXTRACT_MODEL
invoice159.html,price,107.44,107.44,TP,EXTRACT_MODEL
invoice159.html,price,181.23,181.23,TP,EXTRACT_MODEL
invoice159.html,price,12.05,12.05,TP,EXTRACT_MODEL
invoice159.html,price,288.22,288.22,TP,EXTRACT_MODEL
invoice159.html,supplier_name,Bergstrom Inc,Bergstrom Inc,TP,EXTRACT_MODEL
invoice159.html,invoice_number,9577058119,9577058119,TP,EXTRACT_MODEL
invoice159.html,email,carmen.vonrueden@yahoo.com,carmen.vonrueden@yahoo.com,TP,EXTRACT_MODEL
invoice159.html,invoice_date,03/16/1978,"March 16, 1978","FP,FN",FAIL_MODEL
invoice16.html,product,Rustic Wool Gloves,Rustic Wool Gloves,TP,EXTRACT_MODEL
invoice16.html,product,Incredible Concrete Shoes,Incredible Concrete Shoes,TP,EXTRACT_MODEL
invoice16.html,product,Mediocre Cotton Lamp,Mediocre Cotton Lamp,TP,EXTRACT_MODEL
invoice16.html,product,Gorgeous Rubber Chair,Gorgeous Rubber Chair,TP,EXTRACT_MODEL
invoice16.html,product,Gorgeous Paper Chair,Gorgeous Paper Chair,TP,EXTRACT_MODEL
invoice16.html,quantity,42.00,42.00,TP,EXTRACT_RULES
invoice16.html,quantity,53.00,53.00,TP,EXTRACT_RULES
invoice16.html,quantity,33.00,33.00,TP,EXTRACT_RULES
invoice16.html,quantity,45.00,45.00,TP,EXTRACT_RULES
invoice16.html,quantity,7.00,7.00,TP,EXTRACT_RULES
invoice16.html,total_amount,44597.77,44597.77,TP,EXTRACT_RULES
invoice16.html,price,19.96,19.96,TP,EXTRACT_MODEL
invoice16.html,price,57.55,57.55,TP,EXTRACT_MODEL
invoice16.html,price,411.85,411.85,TP,EXTRACT_MODEL
invoice16.html,price,451.77,451.77,TP,EXTRACT_MODEL
invoice16.html,price,243.89,243.89,TP,EXTRACT_MODEL
invoice16.html,supplier_name,Gleason-Gleason,Gleason-Gleason,TP,EXTRACT_MODEL
invoice16.html,invoice_number,6594907342,6594907342,TP,EXTRACT_MODEL
invoice16.html,email,deborah.romaguera@yahoo.com,deborah.romaguera@yahoo.com,TP,EXTRACT_MODEL
invoice16.html,invoice_date,07/16/1973,"July 16, 1973","FP,FN",FAIL_MODEL
invoice160.html,product,Awesome Bronze Wallet,Awesome Bronze Wallet,TP,EXTRACT_MODEL
invoice160.html,quantity,28.00,28.00,TP,EXTRACT_RULES
invoice160.html,total_amount,10345.10,10345.10,TP,EXTRACT_RULES
invoice160.html,price,307.89,307.89,TP,EXTRACT_MODEL
invoice160.html,supplier_name,Ferry LLC,Ferry LLC,TP,EXTRACT_MODEL
invoice160.html,invoice_number,5103866173,5103866173,TP,EXTRACT_MODEL
invoice160.html,email,presley.rice@hotmail.com,presley.rice@hotmail.com,TP,EXTRACT_MODEL
invoice160.html,invoice_date,02/16/1997,"February 16, 1997","FP,FN",FAIL_MODEL
invoice173.html,product,Durable Leather Shirt,Durable Leather Shirt,TP,EXTRACT_MODEL
invoice173.html,product,Practical Iron Table,Practical Iron Table,TP,EXTRACT_MODEL
invoice173.html,product,Awesome Linen Bag,Awesome Linen Bag,TP,EXTRACT_MODEL
invoice173.html,product,Gorgeous Rubber Shoes,Gorgeous Rubber Shoes,TP,EXTRACT_MODEL
invoice173.html,product,Durable Copper Watch,Durable Copper Watch,TP,EXTRACT_MODEL
invoice173.html,quantity,29.00,29.00,TP,EXTRACT_RULES
invoice173.html,quantity,52.00,52.00,TP,EXTRACT_RULES
invoice173.html,quantity,30.00,30.00,TP,EXTRACT_RULES
invoice173.html,quantity,5.00,5.00,TP,EXTRACT_RULES
invoice173.html,quantity,12.00,12.00,TP,EXTRACT_RULES
invoice173.html,total_amount,30996.82,30996.82,TP,EXTRACT_RULES
invoice173.html,price,50.42,50.42,TP,EXTRACT_MODEL
invoice173.html,price,129.38,129.38,TP,EXTRACT_MODEL
invoice173.html,price,331.79,331.79,TP,EXTRACT_MODEL
invoice173.html,price,145.96,145.96,TP,EXTRACT_MODEL
invoice173.html,price,246.40,246.40,TP,EXTRACT_MODEL
invoice173.html,supplier_name,"Hartmann, Hartmann and Hartmann","Hartmann, Hartmann and Hartmann",TP,EXTRACT_MODEL
invoice173.html,invoice_number,5734501383,5734501383,TP,EXTRACT_MODEL
invoice173.html,email,stanton.keebler@gmail.com,stanton.keebler@gmail.com,TP,EXTRACT_MODEL
invoice173.html,invoice_date,01/28/2017,"January 28, 2017","FP,FN",FAIL_MODEL
invoice174.html,product,Gorgeous Copper Lamp,Gorgeous Copper Lamp,TP,EXTRACT_MODEL
invoice174.html,product,Rustic Steel Lamp,Rustic Steel Lamp,TP,EXTRACT_MODEL
invoice174.html,product,Intelligent Leather Pants,Intelligent Leather Pants,TP,EXTRACT_MODEL
invoice174.html,quantity,10.00,10.00,TP,EXTRACT_RULES
invoice174.html,quantity,23.00,23.00,TP,EXTRACT_RULES
invoice174.html,quantity,30.00,30.00,TP,EXTRACT_RULES
invoice174.html,total_amount,17953.06,17953.06,TP,EXTRACT_RULES
invoice174.html,price,46.46,46.46,TP,EXTRACT_MODEL
invoice174.html,price,28.64,28.64,TP,EXTRACT_MODEL
invoice174.html,price,453.53,453.53,TP,EXTRACT_MODEL
invoice174.html,supplier_name,"Boehm, Boehm and Boehm","Boehm, Boehm and Boehm",TP,EXTRACT_MODEL
invoice174.html,invoice_number,0238885240,0238885240,TP,EXTRACT_MODEL
invoice174.html,email,madeline.kovacek@yahoo.com,madeline.kovacek@yahoo.com,TP,EXTRACT_MODEL
invoice174.html,invoice_date,07/22/1989,"July 22, 1989","FP,FN",FAIL_MODEL
invoice176.html,product,Lightweight Cotton Hat,Lightweight Cotton Hat,TP,EXTRACT_MODEL
invoice176.html,product,Rustic Leather Watch,Rustic Leather Watch,TP,EXTRACT_MODEL
invoice176.html,product,Practical Silk Hat,Practical Silk Hat,TP,EXTRACT_MODEL
invoice176.html,product,Sleek Aluminum Shirt,Sleek Aluminum Shirt,TP,EXTRACT_MODEL
invoice176.html,product,Incredible Bronze Pants,Incredible Bronze Pants,TP,EXTRACT_MODEL
invoice176.html,product,Rustic Leather Car,Rustic Leather Car,TP,EXTRACT_MODEL
invoice176.html,product,Small Wool Clock,Small Wool Clock,TP,EXTRACT_MODEL
invoice176.html,product,Incredible Copper Watch,Incredible Copper Watch,TP,EXTRACT_MODEL
invoice176.html,product,Intelligent Steel Hat,Intelligent Steel Hat,TP,EXTRACT_MODEL
invoice176.html,quantity,12.00,12.00,TP,EXTRACT_RULES
invoice176.html,quantity,31.00,31.00,TP,EXTRACT_RULES
invoice176.html,quantity,30.00,30.00,TP,EXTRACT_RULES
invoice176.html,quantity,27.00,27.00,TP,EXTRACT_RULES
invoice176.html,quantity,13.00,13.00,TP,EXTRACT_RULES
invoice176.html,quantity,10.00,10.00,TP,EXTRACT_RULES
invoice176.html,quantity,15.00,15.00,TP,EXTRACT_RULES
invoice176.html,quantity,6.00,6.00,TP,EXTRACT_RULES
invoice176.html,quantity,20.00,20.00,TP,EXTRACT_RULES
invoice176.html,total_amount,47844.35,47844.35,TP,EXTRACT_RULES
invoice176.html,price,476.84,476.84,TP,EXTRACT_MODEL
invoice176.html,price,208.14,208.14,TP,EXTRACT_MODEL
invoice176.html,price,349.14,349.14,TP,EXTRACT_MODEL
invoice176.html,price,410.70,410.70,TP,EXTRACT_MODEL
invoice176.html,price,316.87,316.87,TP,EXTRACT_MODEL
invoice176.html,price,13.63,13.63,TP,EXTRACT_MODEL
invoice176.html,price,285.16,285.16,TP,EXTRACT_MODEL
invoice176.html,price,414.24,414.24,TP,EXTRACT_MODEL
invoice176.html,price,82.15,82.15,TP,EXTRACT_MODEL
invoice176.html,supplier_name,Kuvalis Group,Kuvalis Group,TP,EXTRACT_MODEL
invoice176.html,invoice_number,7188263014,7188263014,TP,EXTRACT_MODEL
invoice176.html,email,gunner.farrell@hotmail.com,gunner.farrell@hotmail.com,TP,EXTRACT_MODEL
invoice176.html,invoice_date,11/14/1996,"November 14, 1996","FP,FN",FAIL_MODEL
invoice185.html,product,Rustic Rubber Bag,Rustic Rubber Bag,TP,EXTRACT_MODEL
invoice185.html,product,Ergonomic Silk Shoes,Ergonomic Silk Shoes,TP,EXTRACT_MODEL
invoice185.html,product,Gorgeous Granite Car,Gorgeous Granite Car,TP,EXTRACT_MODEL
invoice185.html,product,Synergistic Aluminum Shirt,Synergistic Aluminum Shirt,TP,EXTRACT_MODEL
invoice185.html,product,Gorgeous Wool Bottle,Gorgeous Wool Bottle,TP,EXTRACT_MODEL
invoice185.html,quantity,16.00,16.00,TP,EXTRACT_RULES
invoice185.html,quantity,46.00,46.00,TP,EXTRACT_RULES
invoice185.html,quantity,4.00,4.00,TP,EXTRACT_RULES
invoice185.html,quantity,15.00,15.00,TP,EXTRACT_RULES
invoice185.html,quantity,7.00,7.00,TP,EXTRACT_RULES
invoice185.html,total_amount,26928.19,26928.19,TP,EXTRACT_RULES
invoice185.html,price,191.18,191.18,TP,EXTRACT_MODEL
invoice185.html,price,191.39,191.39,TP,EXTRACT_MODEL
invoice185.html,price,304.42,304.42,TP,EXTRACT_MODEL
invoice185.html,price,448.86,448.86,TP,EXTRACT_MODEL
invoice185.html,price,251.03,251.03,TP,EXTRACT_MODEL
invoice185.html,supplier_name,O'Conner LLC,O'Conner LLC,TP,EXTRACT_MODEL
invoice185.html,invoice_number,2520763010,2520763010,TP,EXTRACT_MODEL
invoice185.html,email,hillary.ledner@gmail.com,hillary.ledner@gmail.com,TP,EXTRACT_MODEL
invoice185.html,invoice_date,10/18/1974,"October 18, 1974","FP,FN",FAIL_MODEL
invoice192.html,product,Synergistic Granite Plate,Synergistic Granite Plate,TP,EXTRACT_MODEL
invoice192.html,product,Lightweight Silk Bench,Lightweight Silk Bench,TP,EXTRACT_MODEL
invoice192.html,product,Intelligent Paper Shoes,Intelligent Paper Shoes,TP,EXTRACT_MODEL
invoice192.html,product,Rustic Silk Bottle,Rustic Silk Bottle,TP,EXTRACT_MODEL
invoice192.html,product,Fantastic Copper Computer,Fantastic Copper Computer,TP,EXTRACT_MODEL
invoice192.html,product,Mediocre Rubber Lamp,Mediocre Rubber Lamp,TP,EXTRACT_MODEL
invoice192.html,product,Durable Wool Computer,Durable Wool Computer,TP,EXTRACT_MODEL
invoice192.html,product,Aerodynamic Marble Watch,Aerodynamic Marble Watch,TP,EXTRACT_MODEL
invoice192.html,product,Small Wooden Hat,Small Wooden Hat,TP,EXTRACT_MODEL
invoice192.html,quantity,7.00,7.00,TP,EXTRACT_RULES
invoice192.html,quantity,47.00,47.00,TP,EXTRACT_RULES
invoice192.html,quantity,15.00,15.00,TP,EXTRACT_RULES
invoice192.html,quantity,27.00,27.00,TP,EXTRACT_RULES
invoice192.html,quantity,16.00,16.00,TP,EXTRACT_RULES
invoice192.html,quantity,33.00,33.00,TP,EXTRACT_RULES
invoice192.html,quantity,12.00,12.00,TP,EXTRACT_RULES
invoice192.html,quantity,9.00,9.00,TP,EXTRACT_RULES
invoice192.html,quantity,18.00,18.00,TP,EXTRACT_RULES
invoice192.html,total_amount,59688.67,59688.67,TP,EXTRACT_RULES
invoice192.html,price,313.31,313.31,TP,EXTRACT_MODEL
invoice192.html,price,33.20,33.20,TP,EXTRACT_MODEL
invoice192.html,price,164.13,164.13,TP,EXTRACT_MODEL
invoice192.html,price,435.76,435.76,TP,EXTRACT_MODEL
invoice192.html,price,138.49,138.49,TP,EXTRACT_MODEL
invoice192.html,price,181.86,181.86,TP,EXTRACT_MODEL
invoice192.html,price,352.64,352.64,TP,EXTRACT_MODEL
invoice192.html,price,492.90,492.90,TP,EXTRACT_MODEL
invoice192.html,price,315.29,315.29,TP,EXTRACT_MODEL
invoice192.html,supplier_name,Daugherty-Daugherty,Daugherty-Daugherty,TP,EXTRACT_MODEL
invoice192.html,invoice_number,4985860019,4985860019,TP,EXTRACT_MODEL
invoice192.html,email,janelle.emard@gmail.com,janelle.emard@gmail.com,TP,EXTRACT_MODEL
invoice192.html,invoice_date,04/16/2004,"April 16, 2004","FP,FN",FAIL_MODEL
invoice20.html,product,Practical Plastic Hat,Practical Plastic Hat,TP,EXTRACT_MODEL
invoice20.html,product,Rustic Bronze Knife,Rustic Bronze Knife,TP,EXTRACT_MODEL
invoice20.html,quantity,52.00,52.00,TP,EXTRACT_RULES
invoice20.html,quantity,49.00,49.00,TP,EXTRACT_RULES
invoice20.html,total_amount,40203.16,40203.16,TP,EXTRACT_RULES
invoice20.html,price,294.77,294.77,TP,EXTRACT_MODEL
invoice20.html,price,370.91,370.91,TP,EXTRACT_MODEL
invoice20.html,supplier_name,Dibbert-Dibbert,Dibbert-Dibbert,TP,EXTRACT_MODEL
invoice20.html,invoice_number,0055279390,0055279390,TP,EXTRACT_MODEL
invoice20.html,email,cali.abshire@gmail.com,cali.abshire@gmail.com,TP,EXTRACT_MODEL
invoice20.html,invoice_date,09/29/1990,"September 29, 1990","FP,FN",FAIL_MODEL
invoice201.html,product,Lightweight Linen Watch,Lightweight Linen Watch,TP,EXTRACT_MODEL
invoice201.html,product,Aerodynamic Marble Bag,Aerodynamic Marble Bag,TP,EXTRACT_MODEL
invoice201.html,product,Fantastic Concrete Watch,Fantastic Concrete Watch,TP,EXTRACT_MODEL
invoice201.html,product,Small Rubber Shirt,Small Rubber Shirt,TP,EXTRACT_MODEL
invoice201.html,product,Ergonomic Aluminum Bench,Ergonomic Aluminum Bench,TP,EXTRACT_MODEL
invoice201.html,quantity,13.00,13.00,TP,EXTRACT_RULES
invoice201.html,quantity,18.00,18.00,TP,EXTRACT_RULES
invoice201.html,quantity,37.00,37.00,TP,EXTRACT_RULES
invoice201.html,quantity,4.00,4.00,TP,EXTRACT_RULES
invoice201.html,quantity,16.00,16.00,TP,EXTRACT_RULES
invoice201.html,total_amount,21742.62,21742.62,TP,EXTRACT_RULES
invoice201.html,price,287.38,287.38,TP,EXTRACT_MODEL
invoice201.html,price,269.61,269.61,TP,EXTRACT_MODEL
invoice201.html,price,49.31,49.31,TP,EXTRACT_MODEL
invoice201.html,price,179.65,179.65,TP,EXTRACT_MODEL
invoice201.html,price,199.02,199.02,TP,EXTRACT_MODEL
invoice201.html,supplier_name,Huels Group,Huels Group,TP,EXTRACT_MODEL
invoice201.html,invoice_number,1549306900,1549306900,TP,EXTRACT_MODEL
invoice201.html,email,immanuel.gerhold@hotmail.com,immanuel.gerhold@hotmail.com,TP,EXTRACT_MODEL
invoice201.html,invoice_date,02/27/2001,"February 27, 2001","FP,FN",FAIL_MODEL
